Genre,TrackCount
italian singer-songwriter,63
"corrido, corridos belicos, corridos tumbados, dembow, dembow belico, electro corridos",63
soca,63
"banda, grupera, mariachi, musica mexicana, norteno, ranchera, regional mexicano, vivo en el 6",62
"hip hop, hip hop rnb and dance hall, pop rap, rap",62
"latin r&b, reggaeton, latin hip hop, argentine rap, trap latino, argentine trap, easy listening",62
"house, tech house",62
"hip hop, pop rap, rap, rap us, ratchet music, trap, west coast hip hop",62
"guaracha, rkt, turreo",62
"british, english, grime, hip hop, hip hop rnb and dance hall, hip-hop, london, mc, producer, rapper, uk grime",62
"german, hip hop, rap, trap",62
"boy band, boy group, k-pop, noise music",62
"latin, latin pop, latin urban, reggaeton",62
"afro trap, hard rock, pop rap, trap",62
"hip hop, russian rap, rap, trap, cloud rap",62
"french rap, gangsta rap, hip hop, trap",62
stutter house,62
"album rock, beat music, blues, blues rock, britannique, british, british invasion, british rhythm & blues, c-pop, classic pop and rock, classic rock, country, dance-rock, english, essentials, greatest hits, hard rock, live, mainstream rock, mandopop, merseybeat, mick jagger, pop, pop rock, psychedelic pop, psychedelic rock, reggae, reino unido, rhythm & blues, rnb, rock, rock & roll, rock and roll, roots rock, some girls, strictly stereo 1964-1969, taiwanese pop, the-rolling-stones, uk",62
"hip hop, polish, trap",62
"contemporary r&b, hip hop rnb and dance hall, pop rap, r&b, soul",61
"hip hop rnb and dance hall, pop rap, soul, contemporary r&b, r&b",61
"folk pop, pop, pop rock, rock, rock and indie, soft pop, united states",61
"brazilian funk, brazilian pop, brega funk, funk, funk carioca, funk pop, latin, pop",61
"2010s, alternative r&b, contemporary r&b, dance, edm, electropop, hip hop, moombahton, rap, split me up, trap",61
"songwriter, soft rock, uk",61
"ur so fail, 2010s, also fail, american, americain, bubblegum, bubblegum pop, california gurls, camp, chesty, cute, dance-pop, disco, electropop, fail, failfail, gaaaaaayyyyyyyyy, gaymeme, her expression is like shes thinking something dumb, homophobe, house, im gay if i am shut up, im gay if i am⸲ shut up, katy perry, katy perry is gay, katy pery is dumb, lame, lame lame lame lame, lolol trap?, megafail, megalmaestupiddumb, multiple ipi, nope still fail, pop, pop rock, rock, srsly im gay if i am shut up, srsly whats wrong with beign gay, still fail, total fail, trap, uncool, united states, ur so faaaail, ur so fail, ur so lame, usa, whats wrong with being gay? gay, ‟ur so fail”",61
"latin, salsa",61
"latin, reggaeton, reggaeton",61
"heartland rock, pop rock, singer-songwriter, rock",61
"arrocha, brega, forro, forro eletronico, piseiro, sertanejo, sertanejo universitario",61
"electronic, electropop, indie, indie pop, lithuania, lithuanian, lithuanian electronic, lithuanian electropop, lithuanian indie, lithuanian indie pop, lithuanian pop, pop",61
"2010s, 2020s, eurovision 2022 artists, hip hop, italian, italian trap, pop rap, trap",61
"bangla pop, bollywood, desi, filmi, hindi pop, kannada pop, marathi pop",61
"moroccan rap, moroccan pop, arabic hip hop",61
"anime, j-pop, j-rock, pop",60
"2000s, boogie, contemporary r&b, dance-pop, disco, electropop, neo soul, pop, pop and chart, r&b, synth funk",60
"2010s, boy band, pop, pop punk, pop rock, power pop, teen pop",60
"2000s, reggae-pop, dangerous, senegalese-american, contemporary r&b, dance-pop, american, hip hop rnb and dance hall, electropop, hip hop, r&b, pop rap, pop",60
"dance-pop, deep house, edm, house, tropical house",60
edm,60
"cumbia sonidera, latin, mexican cumbia, cumbia, cumbia mexicana",60
"afro r&b, afro soul, afrobeat, afrobeats, afropiano, afropop, alternative r&b, alte, neo soul",60
moombahton,60
"english, grime, hip hop, rap, uk drill, uk grime",60
merengue,60
"80s, actors, aln-sh, alternative, alternative rock, arrangers, art pop, art rock, avant-garde pop, blue-eyed soul, britannique, british, classic pop and rock, classic rock, composers, death by liver cancer, electronic, english, experimental, experimental rock, funk, glam rock, glam rock music, glam rock musicians, killed by 2016!, new wave, permanent wave, pop, pop rock, pop",60
eurovision 2023 artists,60
"hip hop, finnish hip hop",60
"v-pop, vinahouse",60
"alternative, alternative metal, alternative rock, american, americain, art rock, experimental rock, hard alternative, metal, new metal, nu metal, post-metal, rap metal, rock, rock and indie, shoegaze, stoner metal, stoner rock, usa",60
"banda, corrido, grupera, norteno",59
"alternative rock, funk rock, glam rock, hard rock, indie rock, pop rock, rock, rock and roll",59
"blues, blues rock, chamber pop, folk rock, indie rock, pop rock, pop soul, rock, singer-songwriter, soul",59
"contemporary r&b, r&b, trap, trap soul",59
"art pop, dance-pop, dancehall, downtempo, dub, edm, electro, electronic, electropop, jungle terror, moombahcore, moombahton, pop rap, pop reggae, trap",59
"latin, reggaeton, schlager",59
"schlager, reggaeton, latin",59
"2010s, alternative pop, alternative r&b, art pop, dance-pop, folk pop, indie pop, indietronica, new zealand, nuno, pop, singer-songwriter, synth-pop, synthpop, uk garage",59
"edm, electronic, electronica, festival trap, future bass, hip hop, hip-hop, moombahton, trap, trap edm, twerk",59
"alternative hardcore, alternative metal, alternative rock, deathcore, electronic, electronic rock, emo, melodic metalcore, metal, metalcore, pop rock, post-hardcore, rock, screamo",59
"author, on writing, has german audio plays, horror, fantasy, has german audiobooks, writer, audiobook, audio drama",59
"criminal, hip hop, rap, rapper, southern hip hop, trap",59
"argentine trap, hip hop, latin, latin urban, reggaeton, trap latino",59
"j-pop, japan, japanese, japanese indie, pop, singer-songwriter, soul",59
"gangsta rap, hip hop",59
"anime, j-pop, j-rock, piano rock, pop rock, rock",59
"live, american, blues, blues rock, classic pop and rock, classic rock, contemporary folk, country, country rock, dylan bootleg series, favoritos, folk, folk rock, gospel, greenwich village scene, icon, italian trap, jazz, pledging my time, pop rock, pop",59
"african gospel, gospel, hip hop, nerdcore",59
"neo soul, contemporary r&b, soul, hip hop rnb and dance hall",59
"soca, calypso",59
"afro adura, afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, amapiano, azonto, pop rap",59
"english, hip hop, pop rap, rap",58
"bossa nova, easy listening, jazz, jazz pop, singer-songwriter, traditional pop, vocal jazz",58
"alt-pop, alternative r&b, art pop, ballad, instrumental hip hop, lo-fi hip hop, r&b",58
"soul, trip hop",58
"pop, r&b",58
"alternative rock, anime, contemporary r&b, j-pop, j-rock, singer-songwriter, 砂の惑星",58
"cumbia, cumbia mexicana, cumbia sonidera, latin, mexican cumbia, salsa",58
"brazilian funk, brazilian pop, funk, funk carioca, funk pop, pagode, pagode baiano, samba",58
phonk,58
"country, red dirt, texas country",58
"rkt, turreo",58
"afro trap, hip hop, hip-hop",58
"rap, pop rap, rap, trap",58
"bulgarian, chalga, childrens music, folk pop, lullaby, male vocalist, payner, pop-folk, singer songwriter, turbo-folk",58
film composer,58
"german, germany, hip hop, rap",58
"afroswing, grime, uk grime",58
"eurovision 2024 artists, hip hop",58
"pop, jazz, american, blues, easy listening, female vocalist, swing, big band, vocal jazz, jazz pop, latin jazz, easy listening soundtracks and musicals, standards, traditional pop, show tunes, death by heart attack, death by diabetes, vocal pop, cast recordings, torch songs, torch song, 2008 universal fire victim, adult standards, aln-sh",58
"italian trap, rap, trap",58
"egyptian pop, egyptian shaabi, khaleeji, mahraganat",58
psytrance,58
"emo, hip hop, pop punk, rock and indie, southern hip hop",58
"southern hip hop, rock and indie, hip hop",58
"make, [various artists], f to the i to the x to the m to the e, do not using this for artist credits, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, kindly fix, kindly fixme, please rename to [various artists], dont tag or rate the various artist, lamb of god, ncs, 21 throwback jams, acoustic best, legion of von, absolute, my sharona, cdx, 5099265803, experience the classics, absolute voices, ƒk₷m€, fixme, oldest artist rowid, fix‌me, bring up on-par with the other spas and put this in brackets, i give up on the immature people in the tags here., please consider not using this for artist credits, m‌ess, number 1, driven by 80s anthems, to the guy that keeps downvoting *every* tag on the va artist, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, put in brackets, hollywood hits, new generations, new generations philip glass, compilatie, celtic celebration, leaving on a jet plan, bflaminio, ronak bhatt, special purpose, alabama thunderpussy, dfree843, cdnnnow128, tag spam, va-we were first-180 hits in their original versions (2014), boot land, s.a. souvenirs, mugwart was a sludge",58
"east coast hip hop, hip hop, melodic rap, pop rap, rap, trap",57
"2010s, alien lives matter, dance-pop, electropop, pop, pop rock, synthpop, teen pop",57
"german, schlager",57
"argentine trap, latin dance, reggaeton, trap latino, turreo, urbano",57
"balada romantica, ballad, duetos, espana, espanol, flamenco pop, latin, latin pop, pop, pop rock, rock, rock en espanol, singer-songwriter, soft rock",57
"bollywood, desi, film composer, filmi, gujarati garba, gujarati pop, hindi pop",57
"hip hop, rap, turkish, turkish hip hop, turkish pop",57
"1980s, 1980s hong kong debut, 1990s, 2000s, 2010s, 2020s, actor, ballad, c-pop, cantopop, chinese, hong kong cultural icon, mandopop, pop, taiwanese pop",57
"danish, dansktop, rock",57
"indonesian pop, malay, malay pop",57
"moroccan chaabi, rai",57
lounge,57
"hip hop, italian trap, pop rap, rap",57
"alternative r&b, neo soul, r&b, soul",56
"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, hard rock, heavy metal, indie rock, live, metal, pop and chart, pop rock, psychedelic rock, punk rock, rap, rap rock, rock, usa",56
"bhangra, desi, punjabi hip hop, punjabi pop",56
"greek hip-hop, greek rap, greek trap, laiko",56
"rock, pop, singer-songwriter, electropop, 2000s, dance-pop, pop rock, pop and chart, united states, sober, contemporary r&b, 2010s, music for soccer moms",56
"seen live, swedish, swedish pop",56
"afro adura, afro r&b, afrobeat, afrobeats, afropiano, afropop",56
"bollywood, hindi indie, indian indie, sufi",56
"1990s, 2000s, 90s, adult contemporary, american, christmas, christmas music, contemporary r&b, dance-pop, easy listening, english, female vocals, girl, hip hop, pop, pop and chart, pop soul, quiet storm, r&b, rnb, soul, whistle register",55
"80s, 80s, 80s metal, 80s thrash metal, 90s, 90s, 90s metal, a bit overrated, a filk artist, alternative metal, alternative rock, american, american thrash metal, amerikansk, americain, angry, band, bay area, blues rock, california, classic metal, classic thrash metal, crap, destroyer, douchebag metal, energetic, estados unidos, groove metal, grunge, hard rock, hardnheavy, heavy metal, lame, los angeles, metal, metallica, nu metal, old school thrash, pessimistic, political, pompous asses, pop metal, progressive metal, progressive thrash metal, rock, rock and indie, seen live, southern metal, speed metal, stopped being good after 88, stopped being good after 97, symphonic metal, teen metal, the unforgiving, thrash, thrash metal, traditional heavy metal, trash, trash metal, united states, usa, virtuoso",55
"opm, pinoy hip hop, pinoy r&b",55
"alternative r&b, neo soul, r&b",55
"english, pop, pop rock, singer-songwriter",55
"alternative pop, alternative rock, ambient pop, art pop, indie pop, indie rock, new wave, pop rock, rock, synth-pop, synthpop, tumblr",55
"best of, dance, dance and electronica, dance-pop, dutch, dutch trance, edm, electronic, electronica, many names, progressive house, progressive trance, seen live, serenity, trance, uplifting trance, vocal trance",55
"brazilian trap, brazilian hip hop, trap, trap funk",55
"2000s, 2010s, deutschrap, german, german hip hop, german pop, hip hop, rap",55
"v-pop, vietnamese hip hop, vinahouse",55
"canzone napoletana, electropop, finnish singer, neomelodico, singer, songwriter",55
"latin, latin urban, reggaeton, trap, trap latino, urbano latino",55
"eurovision 2024 artists, norwegian pop",55
"pop rock, rock, singer-songwriter",55
moroccan rap,55
"epadunk, fixme, ragga, russelater",55
"finnish, finnish pop, finnish rock, iskelma",55
"telugu pop, tollywood",55
"20th century, british, british composer, classical, composer, english, kizomba, kuduro, modern, symphonies, to clean up, uk, zouk",55
"3 step, afrobeats, afropiano, amapiano, bacardi, gqom, private school piano",55
"acoustic rock, american, art pop, band, blues, blues rock, british, british blues, british-american, classic pop and rock, classic rock, electric blues, english, fleetwood mac, folk rock, jam band, pop, pop rock, pop",54
alternative pop,54
"2000s, 2008 universal fire victim, criminal, east coast hip hop, english, gangsta rap, gangster rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, hip-hop",54
"rap, old school hip hop, pop rap, rap, relic inn, seen live",54
"anime, j-pop, j-rock",54
"rock, progressive rock, queen, queen family, queer, rhythmic, rock, rx27, sa-town anthem, server name, symphonic rock, uk, united kingdom, uplifting",54
"pop, punk, rock, hip hop",54
"rap, hip-hop, hardcore rap, midwest rap, hip hop, gangsta rap, hardcore hip hop",54
"folk pop, retro pop",54
"rap, italian rap, hip hop, trap, pop, italian pop",54
"avant-garde, classic pop and rock, european, experimental rock, funk rock, german, krautrock, motorik, progressive rock, psychedelic rock, the lost generation, wir sind helden",54
"pop, soul, disco, dance-pop, europop, classic pop and rock, booka-shade, euro-disco, ma baker",54
"cancion melodica, latin ballad, neo soul, pop, retro soul, soul",54
"cancion melodica, pop, latin ballad",54
"anime, soundtrack",54
"bollywood, desi, hindi pop, sufi",54
"kizomba, kompa, zouk",54
cedm,53
"bedroom pop, folk pop, nepo baby, pop, singer-songwriter",53
"latin pop, pop, reggaeton, reggaeton mexa",53
"2010s, contemporary r&b, dance, dance-pop, electropop, english, pop, r&b, rock",53
"hip hop, mumble rapper, southern hip hop, trap",53
german indie,53
"finnish pop, iskelma, pop, teen pop",53
"german hip hop, hip hop, rap",53
"pop, french, canadian, chanson francaise, ballad, soft rock, dance-pop, adult contemporary, eurovision, chanson, french pop, classic pop and rock, mezzo-soprano, pop soul, christmas music, great voice, contemporary r&b, eyes on me, french language, skilled vocals",53
"electropop, finnish rap, pop rap, rap",53
"latin, latin pop, pop, singer-songwriter",53
"latin, latin pop, singer-songwriter, pop",53
"arrolladora, arrolladora limon, banda, banda el limon, banda sinaloense, grupera, la arrolladora, limon, norteno, regional mexicano",53
"regional mexicano, banda sinaloense, arrolladora limon, arrolladora, banda el limon, limon, la arrolladora",53
"alternative rock, finnish, finnish pop, finnish rock, iskelma, pop rock",53
"german audiobook reader, manele, trap",53
"romanian, romanian singer",53
"german, a cappella",53
"blackgaze, cloud rap, english, experimental hip hop, hip hop, plugg, rage, rage rap, rap, rock, southern hip hop, trap",52
"alternative r&b, contemporary r&b, pop, queer, r&b, rnb, server name",52
"lukas graham, pop, pop soul, soul",52
"east coast hip hop, alternative hip hop, jazz rap, frat rap",52
"70s, 70s, 80s, 80s, 90s, 90s, anthemic, arena rock, art rock, awesome, awe︎some, band, baroque pop, bombastic, britannique, british, classic pop and rock, classic rock, disco, eclectic, energetic, england, english, fantasy, film soundtrack, glam rock, glorious, hard rock, heavy metal, kind of magic, langham 1 studio bbc, mainstream rock, medley, melodic, platinum, playful, pop, pop rock, pop-rock, pop",52
"dance-pop, funk carioca, latin pop, reggaeton",52
"contemporary folk, folk, folk pop, folk rock, lgbtqi, queer, rock, singer",52
"reggaeton, latin urban, latin",52
"hip hop, mizrahi, opera, trap",52
turbo-folk,52
"pop, american, easy listening, country pop, big band, vocal jazz, classic pop and rock, standards, traditional pop, christmas music",52
latin house,52
"electro corridos, hip hop, latin hip hop, mexican hip hop, trap latino, west coast hip hop",52
"blues, latin, reggaeton, reggaeton mexa, rock",52
"egyptian pop, mahraganat",52
bollywood,52
"drill, italian trap, uk drill",52
"country, epadunk, hip hop, norwegian pop, russelater",52
"alternative rock, indie pop, tumblr",51
"dutch house, edm, electro house, progressive house, slap house",51
"2010s, drill, east coast hip hop, hardcore hip hop, hip hop, rap, trap",51
"chilean mambo, chilean trap, mambo, reggaeton, reggaeton chileno, trap latino, urbano latino",51
"contemporary r&b, neo soul, neo-soul, quiet storm, r&b, smooth soul",51
"drill, french rap, hip hop",51
"rock, crossover prog, english, experimental, film score, finnish hip hop, finnish pop, folk, international, international fusion, iskelma, new wave, pop, pop rock, pop",51
soul,51
"hip hop, pop punk, pop rap, trap",51
"hip hop, italian trap, rap, trap",51
"african gospel, gospel, hip-hop",51
"hindi indie, indian indie",51
hard rock,51
"bb12b20e, espanol, latin, latin pop, latin rock, mexican rock, mexico, pop, pop rock, rock, rock en espanol",51
"rock, pop, pop rock, latin pop, latin rock, latin, espanol, bb12b20e, mexico",51
"hip hop, german hip hop",51
"hungarian, hungarian rap, hungary, magyar",51
"bhangra, bollywood, desi, desi pop, filmi, hindi pop, indian pop, punjabi pop",51
"bollywood, desi, film composer, filmi, hindi pop",51
"kizomba, kuduro, portuguese hip hop",51
"2008 universal fire victim, baroque pop, christmas music, classic pop and rock, country, country pop, folk pop, greatest hits, nashville sound, portuguese hip hop",51
"arabic hip hop, egyptian hip hop, moroccan pop, moroccan rap",51
"hip-hop, rap, traditional music",51
"bluegrass, country, outlaw country, singer-songwriter, southern rock",50
"alternative rock, art pop, baroque pop, enfp, indie, indie pop, indie rock, pop, pop rock, pop soul, rock, rock and indie",50
"pop rock, alternative rock, rock and indie, art pop, indie pop, pop soul, rock, enfp, pop, indie rock, indie, baroque pop",50
"english, hip hop, melodic rap, rap, trap",50
"argentine trap, trap latino, urbano latino",50
"composer, austrian composer, classical",50
"harana, kundiman, opm, p-pop, pinoy indie",50
"dance-pop, pop, the sims",50
"k-pop, dance-pop, korean music",50
"audiobook, author, british, deu, english, fantasy, fascist, has german audiobooks, k-pop, k-rap, non-musician, queerphobe, terf, transphobe, uk",50
"4d49e67b-1746-48ac-9eac-9ebabc595486, english, hip hop, mizrahi, opera, pop punk, pop rap, rap rock",50
"latin, latin pop, merengue, salsa",50
k-rock,50
"french, birdsong, field recording, nature sounds",50
"abstract hip hop, alternative hip hop, chicago rap, conscious hip hop, english, experimental, hip hop, hip-hop, jazz rap, nuno, pop rap, r&b, rap, trap",50
"finnish hip hop, finnish pop, trap",50
"cumbia, latin, latin urban, reggaeton",50
"english, gangsta rap, hardcore hip hop, hip hop, hip hop rnb and dance hall, luxury rap, pop rap, rap, relic inn, southern hip hop, trap rap",50
"bogus artist, fixme, special purpose, special purpose artist, use actual artists",50
"latin, popular colombian music, ranchera, vallenato",50
"hip hop, israeli, israeli rap, mizrahi",50
"rock, alternative rock, rap, hip hop, russian",50
"egyptian pop, khaleeji, mahraganat, sholawat",50
egyptian pop,50
"hip hop, hungarian rap, magyar, hungarian, hungary",50
"afro adura, afro r&b, afro soul, afrobeat, afrobeats, afropiano, afropop, afroswing, alte",50
"arabic hip hop, khaleeji",50
"k-ballad, k-rap",50
afropop,50
"2020s, english, funk, new wave, nuno, pop, rock, soft rock, soul, synth-pop",49
"2010s, 2020s, alternative rock, bubblegum pop, dance-pop, dance-punk, dance-rock, emo pop, folk pop, folktronica, indie pop, indietronica, musical, pop, pop punk, pop rock, power pop, punk rock, singer-songwriter, synth-pop",49
"a filk artist, dance, dance-pop, electro, electronic, electropop, film soundtrack, happy, hip hop, hip hop rnb and dance hall, hip house, hip-hop, not acoustic, not aggressive, not relaxed, not sad, party, pop, pop rap, rap, southern hip hop",49
"rock, psychedelic rock, rock",49
"a filk artist, chamber pop, contemporary r&b, dance-pop, drum and bass, electropop, film soundtrack, indie, indie folk, indie pop, pop, synth-pop, synthpop",49
"brazilian funk, funk, funk de bh",49
"italian pop, pop",49
"desi, indian indie",49
"colombian pop, latin, latin pop, singer-songwriter, vallenato",49
"balada romantica, flamenco, flamenco pop, moko amargo, pop, pop rock, rock, rumba, salamanca",49
"flamenco, flamenco urbano",49
"argentina, bollywood, desi, hindi pop, latin, latin pop",49
"greek, trap",49
"art pop, c-pop, dream pop, indie pop, mandopop, pop and chart, scandinave, scandinavia, scandinavian, scandinavie, suede, suedois, sweden, swedish, taiwanese pop",49
"pop, jazz, american, blues, country, soul, rnb, gospel, vocal jazz, rhythm and blues, country blues, soul blues, piano blues, soul jazz, classic pop and rock, jazz blues, death by lung cancer, the way i feel, r&b, country soul, rhythm & blues, live in concert, 2008 universal fire victim, aln-sh",49
"conscious hip hop, hip hop, rap, russian",49
"big band, canadian, christmas, crazy love, easy listening, easy listening soundtracks and musicals, jazz, music for soccer moms, pop, swing",49
"pop, jazz, canadian, easy listening, swing, big band, jazz pop, easy listening soundtracks and musicals, crazy love, music for soccer moms",49
"jersey club, phonk",49
"french r&b, kizomba, kompa, pop urbaine, r&b, shatta, soul, zouk",49
sholawat,49
"afro adura, afrobeat, afrobeats, afropiano",49
"hard techno, techno, tekno, acid techno, hardcore techno",49
"acid techno, electronic, hard techno, techno, tekno",49
"2010s, adele, adult alternative pop",48
"rock, adult contemporary, african gospel, aln-sh, alternative",48
"indie rock, blue eyed soul, blue-eyed soul, blues-pop, english singer, gospel, jazz, music for soccer moms, neo soul, pop, pop and chart, pop soul, r&b, singer, soul",48
"dance, deep house, edm, english, house, pop, tropical house",48
"malayalam hip hop, malayalam pop, mollywood",48
"french rap, hip hop, pop urbaine",48
"latin, latin ballad, latin pop, singer-songwriter",48
"trap, pop rap",48
"v-pop, vietnam indie, vietnamese hip hop, vietnamese lo-fi",48
"dance, electro, eurovision, greek pop-rock, laiko, pop",48
"brazilian funk, brega funk, funk, funk carioca",48
"latin, neoperreo, reggaeton, reggaeton chileno, trap latino",48
"pop rock, j-pop, pop punk, alternative rock, indie rock",48
"discogs, egyptian pop, egyptian shaabi, khaleeji, mahraganat",48
"finnish hip hop, finnish pop, hip hop, pop rap",48
"seen live, swedish pop",48
"2nd gen k-pop, hip hop, idol solo, k-pop, korean ballad, moombahton, singer-songwriter",47
"acoustic rock, alternative rock, britannique, british, britpop, england, favoritos, hard rock, indie, indie rock, manchester, neo-psychedelia, noise pop, pop rock, post-britpop, power pop, psychedelic rock, rock, rock and indie, shoegaze, uk",47
"dance, dance and electronica, disco, electro, electro house, electroclash, electronic, european, favourite, film score, french, french electro, french house, french touch, funk, house, nu-disco, synthpop, tech house, thomas bangalter, vocoder, wp musicians",47
"brazilian trap, trap, trap funk",47
brazilian hip hop,47
"chanson, french pop, variete francaise",47
"chilean mambo, chilean trap, mambo, reggaeton chileno, urbano latino",47
"2020s, alternative rock, edm, indie rock, j-pop, pop, utaite, vocalist",47
"j-pop, japan pop",47
"afro adura, afrobeat, afrobeats, afropiano, afropop, asakaa, hiplife",47
"hip hop, lithuania, lithuanian, lithuanian hip hop, lithuanian pop, lithuanian r&b, lithuanian rap, lithuanian soul, lithuanian trap, pop, r&b, rap, soul, trap",47
"moroccan pop, rai",47
"arabic hip hop, arabic rap, egyptian hip hop, egyptian pop, hip hop, mahraganat, trap shaabi",47
"dance-pop, finnish pop, iskelma, pop music, teen pop",47
"girl group, k-pop",47
"v-pop, vietnam indie, vinahouse",47
"arrocha, piseiro, sertanejo, sertanejo universitario",46
jersey club,46
"60s, 70s, 80s, 90s, album rock, art rock, avant-garde, band, britannique, british, classic pop and rock, classic rock, dad rock, defacing, english, experimental rock, favoritos, film soundtrack, hard rock, pop rock, progressive, progressive rock, psychedelic, psychedelic pop, psychedelic rock, reino unido, rock, rock opera, roger waters, rolling stones, server name, space rock, symphonic rock, uk",46
"fixme label mess, indie rock, j-pop, j-rock, math rock, post-punk",46
"j-pop, j-rock, pop rock",46
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, brazilian funk, breakout artists, bring up on-par with the other spas and put this in brackets, calypso, candombe, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up",46
"french r&b, french rap, moroccan pop, moroccan rap, pop urbaine",46
"alternative r&b, italian trap, nuno, pop rap, trap",46
"hip hop, manele, trap",46
alte,46
"abstract hip hop, conscious hip hop, drumless, east coast hip hop, experimental hip hop, gangsta rap, hip hop, underground hip hop",46
"iceland, icelandic, rock",46
"epadunk, norwegian pop, russelater",46
rumba congolaise,46
"2010s, dance-pop, electropop, hyperpop, latin pop, pop, r&b",45
"k-pop, k-rap",45
"3rd gen k-pop, girl group, girlsband, j-pop, k-pop, kpop, r&b, sm, sm entertainment",45
"brazilian funk, brega funk, funk",45
"french rap, hip hop, pop rap",45
"alternative rock, fixme label mess, j-pop, j-rock, post-hardcore, rock, visual kei",45
"dancehall, hip hop, trap, trap latino",45
"afro r&b, afro soul, afro-fusion, afrobeat, afrobeats, afropiano, afropop, afroswing, alte",45
"afro trap, french r&b, french rap, pop urbaine, trap",45
"80s, actors, aln-sh, alternative, alternative rock, arrangers, art pop, art rock, avant-garde pop, blue-eyed soul, britannique, british, classic pop and rock, classic rock, composers, death by liver cancer, electronic, english, experimental, experimental rock, funk, german hip hop, german pop, glam rock, glam rock music, glam rock musicians, killed by 2016!, new wave, permanent wave, pop, pop rock, pop",45
"american, dirty south, hip hop, hip hop rnb and dance hall, hip-hop, pop rap, rap, southern hip hop, trap rap",45
"rock, alternative rock, punk, punk rock, usa, pop punk, skate punk, california, melodic punk",45
"american, dansktop, soundtrack",45
"cumbia, cumbia chilena, latin",45
"pop, electropop, dance",45
"boom bap, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, hip hop rnb and dance hall, hiphop, pop punk, pop rap, relic inn, the lost prophecy, us",45
"bass house, future house",45
"norwegian pop, russelater",45
"french r&b, french rap, l2b, new haven",45
"hip hop, italian trap, rap",45
"death by airplane, kizomba, kompa, kuduro, latin, ranchera, zouk",45
"latin, ranchera, death by airplane, kizomba, zouk, kuduro, kompa",45
"rap ivoire, coupe decale",45
"rap ivoire, new wave",45
"2020s, alternative pop, bedroom pop, bubblegum pop, drum and bass, future garage, jungle, pop, uk garage",44
"dream-pop, electropop, pop, queer, synth-pop, synthpop",44
"rock, psychedelic rock, rock, rock music, soft rock, yacht rock",44
"brazilian funk, funk, funk carioca",44
"blue-eyed soul, british, christmas, christmas music, classic pop and rock, dance-pop, english, pop, pop rap, queer, synth-pop, synthpop, uk",44
"alternative metal, berlin, ddr, engel, european, german, german industrial, german industrial metal, gothic metal, heavy metal, high german, industrial, industrial metal, industrial rock, metal, neue deutsche harte, pop metal, rock, seen live, tanzmetall",44
"singer-songwriter, mpb",44
"latin, national folk, ranchera",44
"eurovision 2023 artists, italian pop, italo dance, pop, pop rock, pop-rock",44
"edm, electro house, electronic, house",44
"boy band, boy group, k-pop",44
"k-ballad, korean ballad",44
"dembow, latin trap, latin urban, reggaeton, trap, trap latino",44
"arabesk, turkish, turkish pop",44
"rock, folk, blues, canadian, singer-songwriter, hard rock, country, folk rock, country rock, classic rock, contemporary folk, classic pop and rock, shocking, singer",44
"male vocalist, pop, v-pop, vietnamese, vietnamese hip hop, vinahouse",44
"french rap, moroccan rap",44
"nederpop, pop",44
"hip hop, hip hop tuga, hip-hop, portugal, portuguese hip hop, rap, trap, tuga",44
"epadunk, norwegian hip hop, russelater",44
"cumbia, tropical music",44
"chicago house, dub techno",44
"garage, reino unido, rhythm & blues, rock, rock & roll, rock and roll, rock roll, singer songwriter, sunshine pop, the beatles-primal colours, the-beatles, tribute albums, trip hop, uk, united kingdom",44
"k-pop, boy group",44
"kollywood, tamil indie, tamil pop",44
lo-fi,44
"alternative rock, electronica, indietronica, nz reggae, r&b, rock, soul, synthpop",44
"mpb, singer-songwriter, folk rock",44
"afrobeat, afrobeats, dancehall",44
"jazz, hip-hop, hip hop, reggae, soul, world fusion, afrobeat, grime, calypso",44
"afrobeat, afrobeats, afropiano, alte",44
