Genres,GenreCount,TrackCount
"american, hip-hop, hip hop, pop rap, turntablism, hip hop rnb and dance hall, alternative hip hop, abstract hip hop, boom bap, jazz rap, conscious hip hop, east coast hip hop, golden age hip hop, progressive rap, sierreno, corrido, sad sierreno, corridos tumbados | banda, corrido, corridos belicos, corridos tumbados, electro corridos, musica mexicana, sad sierreno",2,1
"corridos belicos, corrido | rock, blues, latin, corridos belicos, corrido",2,1
"arabic hip hop, egyptian hip hop, gnawa, moroccan pop, moroccan rap, rai | arabic hip hop, egyptian hip hop, moroccan pop, moroccan rap | arabic hip hop, moroccan pop, moroccan rap | moroccan rap, moroccan pop, arabic hip hop",4,1
"afro r&b, afro soul, afrobeats, afropop",1,1
"christian country, gospel, southern gospel | clean up, bogus artist, falcom, soundtrack, vgm, southern gospel, country christian, hymns, gospel, christian bluegrass | southern gospel, southern gospel, country christian, hymns, gospel, christian bluegrass",3,1
"adult contemporary, american, box set, classic pop and rock, contemporary r&b, english, pop, pop rock, pop soul, rnb, rock, soul, tina-turner | adult contemporary, ballad, contemporary pop, italian, italian pop, italo dance, latin ballad, latin pop, pop, rock, soft rock",2,1
"desi hip hop, hindi hip hop | funk, motown | hindi indie",3,1
french rap | hyphy,2,1
"dance, electronic | dancehall",2,1
"rock, pop, french, chanson francaise, vocal, disco, eurovision, chanson, french pop, international, french house, ye-ye, am pop, variete francaise, early pop | rock, western european traditions, french singer, starmania",2,1
"afro house | afro house, changes, dj, faul, faul & wad, faul & wad ad, faulandwad, faulandwadad, faulmusic, house music, music producer, pnau, tropical house | afro house, house, latin house, melodic house, tribal house | arabic hip hop, moroccan pop, moroccan rap",4,1
"metal, heavy metal, hard rock, rap ivoire",1,1
"latin, reggaeton, trap, trap latino, urbano latino | reggaeton, latin urban, latin, trap latino, reggaeton, trap latino, urbano latino | trap latino",3,1
"rock, japan jam, outlaw country, country rock, country blues | rock, pop, hard rock, folk rock, synth-pop, classic rock, soft rock, pop rock, arena rock, aor, classic pop and rock, pop",2,1
"pinoy hip hop | pinoy hip hop, pinoy r&b | pinoy hip hop, pinoy r&b, opm",3,1
"afrobeats, rumba congolaise | french rap, pop urbaine, shatta | ndombolo | ndombolo, rumba congolaise, coupe decale",4,1
"electronic, heavy metal, electro, techno",1,1
"chopped and screwed, g-funk, gangsta rap, gangster rap, hardcore hip hop, hip hop, horrorcore, mid-school hip hop, old school hip hop, southern hip hop",1,1
"alternative pop, french indie pop, french pop, indie pop, pop, urban pop | chanson, dance-pop, folk pop, hindi indie, hindi pop, indian indie, pop, world | hip hop | jazz, easy listening, contemporary folk, vocal jazz, classic pop and rock, soul, folk, blues",4,1
"chilean mambo, chilean trap, mambo, reggaeton chileno | punk, argentine rock, rock en espanol, latin rock",2,1
"chilean mambo, chilean trap, mambo, reggaeton chileno | chilean mambo, chilean trap, reggaeton chileno | reggaeton chileno, chilean mambo, chilean trap",3,1
"argentine trap, chilean mambo, chilean trap, mambo, reggaeton chileno, trap latino, urbano latino | chilean mambo, chilean trap, mambo, reggaeton chileno | no me halbes | reggaeton chileno, chilean mambo, chilean trap",4,1
"american, blues, chilean mambo, chilean trap, christmas music, disco, film soundtrack, funk, mambo, reggaeton chileno, rhythm & blues, rhythm and blues, rkt, rnb, rock and indie, soul | chilean mambo, chilean trap, mambo, reggaeton chileno | reggaeton chileno, chilean mambo, chilean trap",3,1
"chilean mambo, chilean trap, mambo, reggaeton chileno | reggaeton chileno, chilean mambo, chilean trap | reggaeton chileno, chilean mambo, chilean trap, mambo",3,1
"chilean mambo, chilean trap, latin urban, mambo, reggaeton, reggaeton chileno | chilean mambo, chilean trap, mambo, reggaeton chileno | indie folk, uk, turkish, british, english, chilean trap, reggaeton chileno, chilean mambo | reggaeton chileno, chilean mambo, chilean trap",4,1
"chilean mambo, chilean trap, mambo, reggaeton chileno | chilean mambo, chilean trap, mambo, reggaeton chileno, rkt | reggaeton chileno, chilean mambo, chilean trap",3,1
"chilean mambo, chilean trap, mambo, reggaeton chileno | chilean mambo, reggaeton chileno | no me halbes | reggaeton chileno, chilean mambo, chilean trap",4,1
"emo, pop and chart, pop punk, punk, punk rock",1,1
"gospel | techno, grime, jungle",2,1
"afro soul, afro r&b | afropop, afro soul, maskandi",2,1
"hip hop, portuguese hip hop, r&b, rap, trap | portuguese hip hop | terf, queerphobe, fascist, has german audiobooks, uk, deu, english, british, author, non-musician, transphobe, audiobook, fantasy",3,1
"egyptian pop, egyptian shaabi, mahraganat, sholawat",1,1
"734011.jpg, bravo hits 82, devotional buddhist chants, dont tag the va artist wtf, fail tags, mess mess, fix tags, why are you downvoting the mess tag? it is a mess!, stop using this for artist credits you are to lazy to look-up | 734500 | cover | doom | doom underground. their recordings circulate digitally via bandcamp and streaming platforms, and their influence continues to be cited by later generations of extreme bands. disambiguation: this is mugwart (virginia beach, mugwart (has nothing to do with (“mugwort”), needs to be removed, sludge hardcore punk, ansage, country dreams, kizomba | early‐2000s underground, while maintaining a distinctly punk ethos. the band’s definitive release is discography (this dark reign recordings, tdr‐13, usa), which compiles studio material from 1999-2002. tracks were originally issued (or intended) across several small‐label documents: “before you | fallen”-acrude records (crude‐01, france), 7′′ single. because sometimes two are better than one-split with fistula, shifty records (sh09, 3′′ cd. south of hell-14 songs from the new south-berserker records (ber‐005, compilation. crushers killers destroyers!-shifty records (sh08, compilation. doomed-this dark reign recordings (tdr‐001, compilation. mugwart performed throughout virginia and the surrounding region, sharing stages with grief, damad, fistula, sofa king killer, and clutch. in 2011, uk extreme‐metal band dragged into sunlight selected mugwart’s track “fallen” for a curated mixtape in terrorizer magazine (issue #285), highlighting the group’s ongoing resonance nearly a decade after disbanding. legacy: though short‐lived, mugwart is regarded as a cult, foundational act of the virginia sludge | hardcore band from virginia beach, active 1998-2002. emerging from the tidewater crust‐punk | make, [various artists], f to the i to the x to the m to the e, do not using this for artist credits, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, kindly fix, kindly fixme, please rename to [various artists], dont tag or rate the various artist, lamb of god, ncs, 21 throwback jams, acoustic best, legion of von, absolute, my sharona, cdx, 5099265803, experience the classics, absolute voices, ƒk₷m€, fixme, oldest artist rowid, fix‌me, bring up on-par with the other spas and put this in brackets, i give up on the immature people in the tags here., please consider not using this for artist credits, m‌ess, number 1, driven by 80s anthems, to the guy that keeps downvoting *every* tag on the va artist, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, put in brackets, hollywood hits, new generations, new generations philip glass, compilatie, celtic celebration, leaving on a jet plan, bflaminio, ronak bhatt, special purpose, alabama thunderpussy, dfree843, cdnnnow128, tag spam, va-we were first-180 hits in their original versions (2014), boot land, s.a. souvenirs, mugwart was a sludge | make, dont rate the va artist, dont tag the va artist, messy tags, tagmess, various artist | make, groom to the gallows, megafixme, loosers that downvote fixmetags are ..., stop using this for artist credits period!, don t use this for artist credits you are to lazy to look-up | make. ffs!, apparently people are unable to comprehend what various artists is, pavarotti, desperado, grase, 101 moments in music, greatest ever! punk & new wave: the definitive collection, los 24 grandes exitos de la zarzuela, volkstumliche musik, papeete, 2014, fix, zweiohr, likedis auto, ultimatecore, a crooner collection, lil eazy-e, virginia beach, http: | make. srsly, practically all these tags are fail, faaaaaail, failtags, rename into [various artists], no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, please fix, fix mess, tagsmess, don t tag the va artist (yes i am aware of this irony), don t rate the va artist, dont use this for artist credits you are to lazy to look-up | not *every* artist, shine 4, has german audiobooks, 2001 space odyssey, oldest artist #1, casanovas, 2017, мелодии рождества, no this is still a mess, mess mess mess, why are you voting down tags that explain stuff, you *should* fix your tags, still a mess, stop using this for artist credits you are to lazy to look-up | punk | rock, trance, electronic, soundtrack, classical, pop, special purpose artist, jungle, fixme, instrumental, chillout, ambient, rap, jazz, folk, punk, metal, meta artist, blues, punk rock, ska, pop-rock, experimental, new wave, electro, hip hop, bluegrass, 2002, reggae, rockabilly, country, 2004, world, tango, goth, opera, fusion, indie, kpop, compilation, new age, eurodance, psytrance, lounge, blues rock, country rock, classic, fix me, christmas, folklore, 1990s, 2000s, soft rock, rock and roll, progressive trance, popular, latin, musical, psychobilly, live, drum bass, club, chicago, choral, meditation, japan, virginia, ost, basque, 2000, 2001, espanol, mashup, candombe, beethoven, michael jackson, trikitixa, ultimate love songs greatest love of all disc 1, orthodox, nederlands, calypso, ragga, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, unknown, va, full of fail tags, nox, wireharp, bareto, sprechgesang, mohsen namjoo, frederic chopin, klaus baumgart, mess, ibiza, musica, various artists, healing sixes, la grande sophie, berlin school, 嫌われ松子の歌たち, z103 5 street mix 2k7, john coltrane, binaural beats, hemi-sync, artist, venezolana, niroshima, nitzer ebb, bioshock soundtrack, shankar jaikishan, visions, gerard palaprat, local music of iran, mary j blige, bravo hits, fix your tags, infantil, razieq, rhythm del mundo, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, dresch, africa middle east, montuno, more 70, backstreet boys, classique, 80 s fresh new, ussr ministry of culture chamber choir, classwar karaoke, josquin, elc chritmas, futebol, gospel religious, various, armin van buuren, tags, kinderliedjes kapiteinwinokio humo, absolute reggae, hot hits, aggro berlin, celtic spirit vol 7, soul cargo, the welcome committee, es lebe der punk, aggro, mimicking birds, liturgic, miroque, tejano, devotional, alirio diaz, jucanto, educacion, liz, liz andrade, andrade, old skool of rock disc 1, vera kaa, sunshine, release, 1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, marilyn manson, cobles, kinderchore, die drei, sonic seducer cold hands vi, andre powels, zero t 51, hillbilly, tunguska chillout grooves, birthday, label as artist, foreign language, andrew york, fjord, we ll never stop living this way a ghostly primer, fuzzy artist, shwetabh sucks, glass, dedicated to you vol 1, mega, piosenka poetycka muzyka autorska, adam beyer, billboard 1 hits, r&b, pzzqxnzt6snn ekrngheoblbupu-, dont rate the va artist ffs what, 50cents, breakout artists, stop using this for artist credits you are to lazy to look-up | skate scene, the group combined punk urgency and hardcore aggression with downtuned sludge heaviness and doom atmosphere. their raw, abrasive sound placed them firmly within the late‐1990s | www.musik-sammler.de",18,1
"phonk, drift phonk | phonk, funk",2,1
"acid rock, afro house, alternative rock, art rock, guaracha, indie rock, latin house, psychedelic rock, spanish-language reggae | afro house, dance, latin house, tech house, techengue | afro house, guaracha, latin house, spanish-language reggae | latin house, tribal house, afro house",4,1
"pc music, riddim, dubstep, deathstep, bass music",1,1
"classical, french jazz, jazz, jazz fusion, trumpet | tamil indie",2,1
"classical, french jazz, jazz, jazz fusion, trumpet | jazz, tango, tango nuevo, musette, french folk music, french jazz, tango, jazz",2,1
"classical, french jazz, jazz, jazz fusion, trumpet | flamenco, world, flamenco pop, flamenco, flamenco pop | jazz, tango, tango nuevo, musette, french folk music, french jazz, tango, jazz",3,1
"bossa nova, jazz, latin jazz, samba, brazilian jazz, mpb, pagode | classical, french jazz, jazz, jazz fusion, trumpet",2,1
"arabic hip hop | arabic hip hop, egyptian pop",2,1
"hip hop | house, british, uk, soul, dance-pop, english, rock and indie, uk hip hop, contemporary r&b, quiet storm, smooth jazz, classic soul",2,1
"electronic, vocalist, singapore, singer | malay rap",2,1
"dancehall, dark psytrance, electronic, forest psytrance, french rap, kompa, pop urbaine, psy-trance, psychedelic, psychedelic trance, shatta, trance, zouk | soca | soca, shatta",3,1
"rock, singer-songwriter, pop rock, heartland rock | soca, calypso",2,1
"1 16 217528 150 13231 25894 39556 62358 75112 86121 96491 108473 122788 134485 144086 155376 166189 186497 197822, 101 moments in music, 2001 space odyssey, 2014, 2017, 21 throwback jams, 5099265803, 50cents, 80 s fresh new, [various artists], a crooner collection, absolute reggae, absolute voices, acoustic best, adam beyer, africa middle east, alirio diaz, alternative pop ballad club dance electro france chanson german trance hip-hop rnb rock music soul vocal house, ambient, andrade, andre powels, andrew york, apparently people are unable to comprehend what various artists is, armin van buuren, artist, backstreet boys, bareto, basque, beethoven, berlin school, bflaminio, billboard 1 hits, binaural beats, bioshock soundtrack, birthday, bluegrass, blues, blues rock, boot land, bravo hits, bravo hits 82, breakout artists, bring up on-par with the other spas and put this in brackets, calypso, candombe, casanovas, cdnnnow128, cdx, celtic celebration, celtic spirit vol 7, chicago, chillout, choral, christmas, classic, classical, classique, classwar karaoke, club, cobles, compilatie, compilation, country, country rock, dedicated to you vol 1, desperado, devotional, devotional buddhist chants, dfree843, die drei, do not using this for artist credits, don t rate the va artist, don t tag the va artist (yes i am aware of this irony), don t use this for artist credits you are to lazy to look-up | 734011.jpg, i give up on the immature people in the tags here., ibiza, indie, infantil, instrumental, japan, jazz, john coltrane, josquin, jucanto, jungle, kinderchore, kinderliedjes kapiteinwinokio humo, kindly fix, kindly fixme, klaus baumgart, kpop, la grande sophie, label as artist, latin, leaving on a jet plan, legion of von, likedis auto, lil eazy-e, liturgic, live, liz, liz andrade, local music of iran, loosers that downvote fixmetags are ..., los 24 grandes exitos de la zarzuela, lounge, marilyn manson, mary j blige, mashup, meditation, mega, megafixme, mess, mess mess, mess mess mess, messy tags, meta artist, metal, michael jackson, mimicking birds, miroque, mohsen namjoo, montuno, more 70, musica, musical, my sharona, m‌ess, ncs, nederlands, new age, new generations, new generations philip glass, new wave, niroshima, nitzer ebb, no matter how long you keep voting down the fixme tag i will fight you. this should be fixed, no this is still a mess, nox, number 1, old skool of rock disc 1, oldest artist #1, oldest artist rowid, opera, orthodox, ost, papeete, pavarotti, piosenka poetycka muzyka autorska, please consider not using this for artist credits, please fix, please rename to [various artists], pop, pop-rock, popular, practically all these tags are fail, progressive trance, psychobilly, psytrance, punk, punk rock, put in brackets, pzzqxnzt6snn ekrngheoblbupu-, r&b, ragga, rap, razieq, reggae, release, rename into [various artists], rhythm del mundo, rock, rock and roll, rockabilly, ronak bhatt, s.a. souvenirs, shankar jaikishan, shine 4, shwetabh sucks, ska, soft rock, sonic seducer cold hands vi, soul cargo, special purpose, special purpose artist, sprechgesang, still a mess, stop using this for artist credits period!, stop using this for artist credits you are to lazy to look-up | 734500 | cover | make, dont rate the va artist, dont rate the va artist ffs what, dont tag or rate the various artist, dont tag the va artist, dont tag the va artist wtf, dont use this for artist credits you are to lazy to look-up | make, dresch, driven by 80s anthems, drum bass, educacion, elc chritmas, electro, electronic, es lebe der punk, espanol, eurodance, every-time you and others downvote. it registers in your tags. then i remove my vote. presto! youre the only one keeping it here!, experience the classics, experimental, f to the i to the x to the m to the e, faaaaaail, fail tags, failtags, fix, fix me, fix mess, fix tags, fix your tags, fixme, fix‌me, fjord, folk, folklore, foreign language, frederic chopin, full of fail tags, fusion, futebol, fuzzy artist, glass, gospel religious, goth, grase, greatest ever! punk & new wave: the definitive collection, groom to the gallows, gerard palaprat, has german audiobooks, healing sixes, hemi-sync, hillbilly, hip hop, hollywood hits, hot hits, http musicbrainz org release-group b2aa521d-001b-34ad-a5e9-ca310e55b254 html, http: | make, stop using this for artist credits you are to lazy to look-up | make. ffs!, stop using this for artist credits you are to lazy to look-up | make. srsly, sunshine, tag spam, tagmess, tags, tagsmess, tango, tejano, the welcome committee, to the guy that keeps downvoting *every* tag on the va artist, trance, trikitixa, tunguska chillout grooves, ultimate love songs greatest love of all disc 1, ultimatecore, unknown, ussr ministry of culture chamber choir, va-we were first-180 hits in their original versions (2014), various, various artist | nasheed, sholawat | not *every* artist, various artists, venezolana, vera kaa, visions, volkstumliche musik, we ll never stop living this way a ghostly primer, why are you downvoting the mess tag? it is a mess!, why are you voting down tags that explain stuff, wireharp, world, you *should* fix your tags, you do realise that every time you downvote a fixme-tag below 0 i unvote it and that tag now permanently stays in the expanded list?, z103 5 street mix 2k7, zero t 51, zweiohr, ƒk₷m€, мелодии рождества, fixme, 嫌われ松子の歌たち | www.musik-sammler.de",12,1
"synth-pop, vaporwave, huntington beach, retrowave, chillwave, idm, electro, synthwave, dream pop, electronica, new wave, electronic, electro pop",1,1
"ambient | christian, ccm, christian pop, worship",2,1
"afro tech, afro house | afro tech, afro house, tribal house, 3 step",2,1
"rap ivoire, new wave | rock, alternative rock, american, seattle, grunge, hard rock, usa, indie rock, funk rock, art rock, post-grunge, classic rock, experimental rock, acoustic rock, pop rock, rock and indie, bridge, immortality, twenty, christmas singles, estados unidos, vyrzukhisuc-artiest, southern gothic",2,1
"rock, alternative rock, grunge, hard rock, folk rock, psychedelic rock, blues rock, southern rock, neo-psychedelia, roots rock, classic pop and rock, afro soul",1,1
"traavis jeverson traavis sempiternal traavis jever jeverson traavis, soca",1,1
"boy band, pop punk",1,1
"freak folk, new weird america, progressive folk, free folk, contemporary folk, chamber folk, 2010s, singer | songwriter, harper, singer-songwriter, folk, indie folk",2,1
"bongo flava, singeli, bongo piano | bongo flava, singeli, bongo piano, asakaa",2,1
"classical, german, german composer, production music, composer, romantic, european, symphony, art song, concerto, brahms solti requiem, piano sonata, romantic classical, flamenco",1,1
k-pop | schlager,2,1
"rock, jazz, american, blues, usa, rockabilly, soul, rock n roll, blues rock, classic rock, rock and roll, rhythm and blues, classic pop and rock, novelty, rock & roll, rhythm & blues, rock-and-roll, 2008 universal fire victim, kuduro, kizomba",1,1
"american, americana, arkansas country, blues, classic country, classic rock, composers, contemporary folk, country, country gospel, country music, country pop, cowboy, death by diabetes, favorite, folk, gospel, guitarists, harmonica players, johnny cash rock island, little, lyricists, osteraker, outlaw country, rock, rock and roll, rockabilly, singer-songwriter, singers, spoken word, traditional country, traditional folk | rock, american, bluegrass, country, classic country, traditional country, bluegrass, honky tonk, country, christian bluegrass, outlaw country",2,1
"afro r&b, afrobeat, afrobeats, afropiano, afropop, afroswing, azonto, hiplife | pop rap",2,1
"bhangra, punjabi hip hop, punjabi pop | desi hip hop, punjabi hip hop, punjabi pop",2,1
"alternative r&b, neo soul, singer-songwriter",1,1
"afrobeat, french r&b, pop urbaine, shatta | europop, italian pop, latin pop, pop, pop rock | europop, pop rock, pop, italian pop",3,1
"ballad, latin, latin pop, pop, villancicos | reggae-pop, pop rap, world reggae, hip hop",2,1
"pop, dutch, childrens music, bubblegum pop, childrens pop, bubblegum dance",1,1
"drill, uk drill | pop and chart",2,1
"melodic house | soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose",2,1
"rock, pop, alternative rock, indie rock, soft rock, jangle pop, pop rock, rock and indie, afro soul",1,1
"rock, alternative rock, power pop, post-grunge, rock and indie, queer | score",2,1
"00s, 10s, blues, easy listening, female vocalists, folk pop, jazz, jazz pop, pop and chart, script-geor, vocal jazz",1,1
"drum and bass, dubstep, uk garage, miami bass, horrorcore | soca, calypso",2,1
"melodic power metal, parocktikum, ostmetal, country hip hop | rock, folk, american, blues, singer-songwriter, rockabilly, country, americana, classic rock, spoken word, contemporary folk, gospel, country pop, rock and roll, outlaw country, traditional folk, composers, traditional country, favorite, classic country, singers, country music, guitarists, death by diabetes, country gospel, little, cowboy, osteraker, johnny cash rock island, lyricists, arkansas country, harmonica players, country hip hop",2,1
"bacardi, amapiano | hip hop, g-funk, horrorcore, rapper, hardcore hip hop, trance, progressive trance",2,1
"rock, classical, synthpop, pop, progressive rock, experimental, singer-songwriter, new wave, electro, opera, new age, experimental rock, pop rock, classical crossover, choral, progressive electronic, euro-pop, singer | songwriter, italian singer-songwriter, salsa, timba",2,1
"hip hop, dancehall, alternative hip hop, r&b, contemporary r&b, alternative r&b, canadian hip hop, scumbag, tha12gaugeminx@yahoo.com dot, abuser, flop | kizomba",2,1
"techno, tech house, indie dance, nu disco, melodic techno, melodic house",1,1
"jazz, vocal jazz, 2008 universal fire victim, soca, calypso",1,1
"hip hop, j-rap | j-rap | trance, progressive trance",3,1
"afro adura, afrobeat, afrobeats, afropiano, afropop, alte | afro r&b, afro soul, afrobeat, afrobeats, afropop, alte",2,1
"classical, production music, austrian, composer, european, austrian composer | folk, singer-songwriter, country, americana, country pop, outlaw country, progressive country | german audiobook reader",3,1
"reggae, english, dancehall, hip hop rnb and dance hall, soca",1,1
"bogus artist, fixme, special purpose, special purpose artist, use actual artists | clean, composer | jazz, american, west coast jazz, jazz and blues, 2008 universal fire victim",3,1
"canzone napoletana, electropop, finnish singer, neomelodico, singer, songwriter | europop, eurovision 2023 artists, finnish pop",2,1
"rock, progressive rock, heavy metal, folk, metal, american, blues, british, uk, band, hard rock, usa, folk rock, blues rock, americain, classic rock, pop rock, arena rock, british blues, english, zoo, film soundtrack, classic pop and rock, led zeppelin, persistence, want to listen, prog related, reino unido, big room, electronica, edm | soca, calypso",2,1
"plena, latin, candombe, timba",1,1
"bongo flava, singeli, bongo piano, gengetone | trance, electronic, dance, house, techno, electronica, acid house, club, house music, bongo flava, rumba congolaise, bongo piano, singeli",2,1
"french, french r&b, pop, variete francaise",1,1
"ballad, bolero, pop, v-pop, vietnamese bolero",1,1
"italian trap | pop, dance-pop, folk pop, pop rock, power pop, teen pop, boy band",2,1
"celtic rock, irish folk, blues | drum and bass, bassline | kizomba",3,1
"bachata, cubaton, latin, reggaeton, salsa",1,1
"afro adura, afro r&b, afro soul, afrobeat, afrobeats, afropiano, afropop, afroswing, alte | afrobeat, afrobeats | alte",3,1
"afro adura, afrobeat, afropiano | reggae rock, reggae",2,1
"slowcore, dark ambient, americana, chamber folk",1,1
"soft rock, singer-songwriter, 2008 universal fire victim",1,1
"afropiano | christian metal, symphonic metal, symphonic power metal",2,1
"electroclash, phonk, witch house | witch house",2,1
"argentine rock, blues rock, classic rock, latin rock, new wave, pop rock, progressive rock, psychedelic rock, rock, rock en espanol | classic rock, blues rock, psychedelic rock, rock, new wave, pop rock, latin rock, progressive rock, argentine rock, latin rock, rock en espanol",2,1
"banda, corrido, musica mexicana, norteno, ranchera, sierreno",1,1
"bogus artist, japanese vgm, soundtrack | girl group, hello project, j-pop, japanese vgm, つんく♂フロテュース, ハロー!フロシェクト | j-r&b | japanese vgm, soundtrack",4,1
"electro, world, guaracha, reggaeton chileno, chilean trap, reggaeton mexa, chilean mambo, neoperreo",1,1
"english, hip hop, rap, trap",1,1
"pop, rock, lo-fi house",1,1
"afrobeat, mexican rock, r&b, rock en espanol | classical, italian, opera, european, tenor, italian tenor, turreo, cuarteto, cumbia",2,1
"1, 1960s, 60s, 80s, a filk artist, abbey road, adult alternative pop rock, art pop, art rock, baroque pop, bbc, beat, beat music, blues rock, boys band, british, british invasion, british psychedelia, british rhythm & blues, britpop, classic pop and rock, classic rock, classical pop, cuarteto, cumbia, english, europe, europop, experimental, experimental rock, favoritos, film soundtrack, folk pop, folk rock, folk-rock, get back, hair metal, hard rock, heavy metal, indie rock, instrumental pop, liverpool, mainstream rock, male vocalists, merseybeat, one beatles, orchestral, orchestral pop, overrated, parlophone, pop, pop rock, pop-metal, pop-rock, pop | 2008 universal fire victim, american, argentine trap, avant-garde jazz, cuarteto, cumbia, electronic, free improvisation, free jazz, hard bop, jazz, jazz and blues, jazz fusion, mainstream jazz, post-bop, swing | garage, reino unido, rhythm & blues, rkt, rock, rock & roll, rock and roll, rock roll, singer songwriter, sunshine pop, the beatles-primal colours, the-beatles, tribute albums, turreo, uk, united kingdom | rock, folk rock, country rock, soft rock, pop rock, yacht rock, aor, 2008 universal fire victim | rock, progressive rock, psychedelia, psychedelic, psychedelic pop, psychedelic rock, psychedelic",5,1
"2008 universal fire victim, american, argentine trap, avant-garde jazz, cuarteto, cumbia, electronic, free improvisation, free jazz, hard bop, jazz, jazz and blues, jazz fusion, mainstream jazz, post-bop, swing | argentine trap, cuarteto, trap latino | cuarteto, cumbia, rkt, turreo",3,1
"classic pop and rock | soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose",2,1
"6 day riot, i never needed love, let it go, malka, tamara schlesinger | estonian, singer, rock",2,1
"1990s, 2000s, 90s, adult contemporary, american, christmas, christmas music, contemporary r&b, dance-pop, easy listening, english, female vocals, girl, hip hop, pop, pop and chart, pop soul, quiet storm, r&b, rnb, soul, whistle register | adult contemporary, boy band, irish, pop, pop and chart",2,1
"jazz, fusion, instrumental, jazz fusion, funk, jazz fusion, jazz funk",1,1
"afro house, melodic house, afro tech, latin house",1,1
"reggaeton chileno, chilean trap, chilean mambo, rkt | singer-songwriter, latin rock, candombe beat, rock",2,1
"funk consciente, brazilian funk, trap funk | rock, alternative rock, rap, hip hop, russian, funk de bh",2,1
"brazilian funk, brega funk, funk, funk carioca | brazilian funk, funk carioca | brazilian funk, funk, funk consciente, trap funk | funk consciente, brazilian funk, trap funk | latin urban, latin, hip hop, brazilian funk, funk carioca, funk consciente | phonk, brazilian phonk, brega funk, brazilian funk, funk",6,1
"arabic hip hop | uk, british, english",2,1
"brazilian funk, brazilian phonk, funk, phonk | brazilian funk, funk bruxaria | power pop, j-pop, j-rock, doujin, touhou, 同人, doujin circle, 東方project, 同人サークル, brazilian funk",3,1
"brazilian funk | classical, jazz, folk, american, blues, soul, rnb, gospel, vocal jazz, piano blues, soul jazz, composers, classic pop and rock, pop soul, standards, death by breast cancer, r&b, rhythm & blues, popular music, civil rights, pianists, african american singers, african american women civil rights workers, brazilian funk | funk bruxaria, brazilian funk",3,1
"bongo flava, kizomba, zouk",1,1
"audiobook, author, has german audiobooks, future bass, melodic bass, edm trap | dancehall, soca",2,1
"ai, ai generated, ai slop, soul blues | pop, jazz, american, easy listening, ballad, swing, big band, vocal jazz, standards, traditional pop, christmas music, aln-sh, soul blues, blues, country blues",2,1
"pop, italian pop, pop rock, italian, argentine trap",1,1
"soundtrack, classical, special purpose artist, fixme, ambient, bogus artist, software company as artist, meta artist, cotm, death metal, black metal, british, uk, composer, traditional, pop and chart, easy listening soundtracks and musicals, unknown, relaxation, bogus, fixme-probably not a real artist, 1 10 188043 183 17153 34783 54830 72970 97673 116825 128263 157073 171433, merge me, bing crosby fank sinatra louis armstorng nat king cole doris day, nursery rhymes, merge, rhymes, mergeme, stop merging crap so my tags get fucked up, fix, nursery rhymes collection, kids hut, kids songs, nursery rhymes playlist, wheels on the bus, johny johny yes papa, cleanup, fix tags, has german audiobooks, dumping ground, dont rate the [unknown] artist, lazy asses, fixme or cleanup, merge into [anonymous] or [traditional], fixme [spa] mess, spamess, test merging tags test, merge all the unrighteous fellows are all unpardonable!, special purpose, kizomba, zouk",1,1
