Genre,TrackCount,Reason
duetos,31,no_family_rule
ethnic,31,no_family_rule
funk bruxaria,31,no_family_rule
hardnheavy,31,no_family_rule
jdanton2,31,no_family_rule
ma baker,31,no_family_rule
madonna,31,no_family_rule
melodic bass,31,no_family_rule
musica angolana,31,no_family_rule
pessimistic,31,no_family_rule
pompous asses,31,no_family_rule
sabrinafan,31,no_family_rule
sandalwood,31,no_family_rule
star wars,31,no_family_rule
stopped being good after 88,31,no_family_rule
stopped being good after 97,31,no_family_rule
the unforgiving,31,no_family_rule
thrash,31,no_family_rule
trash,31,no_family_rule
arrolladora,30,no_family_rule
arrolladora limon,30,no_family_rule
atmospheric,30,no_family_rule
breakcore,30,no_family_rule
danish,30,no_family_rule
dark wave,30,no_family_rule
finnish melodeath,30,no_family_rule
if you seek amy,30,no_family_rule
la arrolladora,30,no_family_rule
la indie,30,no_family_rule
limon,30,no_family_rule
love,30,no_family_rule
musica madeirense,30,no_family_rule
prog related,30,no_family_rule
rave funk,30,no_family_rule
southern gothic,30,no_family_rule
talentkonkurrence,30,no_family_rule
the sims,30,no_family_rule
trot,30,no_family_rule
afro-fusion,29,no_family_rule
chanson quebecoise,29,no_family_rule
comedy,29,no_family_rule
ddr,29,no_family_rule
death by drowning,29,no_family_rule
detective,29,no_family_rule
early r & b,29,no_family_rule
engel,29,no_family_rule
engineer,29,no_family_rule
german industrial,29,no_family_rule
high german,29,no_family_rule
icelandic,29,no_family_rule
international fusion,29,no_family_rule
lithuanian dance,29,no_family_rule
missing allmusic links,29,no_family_rule
norske viser,29,no_family_rule
payner,29,no_family_rule
ritmo kombina,29,no_family_rule
third stream,29,no_family_rule
tunisia,29,no_family_rule
anthology,28,no_family_rule
broken transmission,28,no_family_rule
chamame,28,no_family_rule
cowboy,28,no_family_rule
dangdut koplo,28,no_family_rule
dusseldorf,28,no_family_rule
girl,28,no_family_rule
gothic,28,no_family_rule
hamaki,28,no_family_rule
jerry lee lewis,28,no_family_rule
kazakh indie,28,no_family_rule
malaysian indie,28,no_family_rule
mathcore,28,no_family_rule
meek mill,28,no_family_rule
mohamed hamaki,28,no_family_rule
sentimental,28,no_family_rule
sun box,28,no_family_rule
the best of jerry lee lewis,28,no_family_rule
thomas bangalter,28,no_family_rule
tunisian,28,no_family_rule
ukg revival,28,no_family_rule
vocoder,28,no_family_rule
whistle register,28,no_family_rule
wp musicians,28,no_family_rule
ascetic,27,no_family_rule
beat poetry,27,no_family_rule
bedroom r & b,27,no_family_rule
deep purple family,27,no_family_rule
duranguense,27,no_family_rule
g funk,27,no_family_rule
german-lyrics,27,no_family_rule
kayokyoku,27,no_family_rule
nueva trova,27,no_family_rule
polish hip-hop,27,no_family_rule
producer tag-pharrell,27,no_family_rule
roblox,27,no_family_rule
rough trade,27,no_family_rule
saga,27,no_family_rule
sky room,27,no_family_rule
spike,27,no_family_rule
suboptimal credits,27,no_family_rule
thai ost,27,no_family_rule
welsh,27,no_family_rule
cantonese,26,no_family_rule
dabke,26,no_family_rule
drumstep,26,no_family_rule
epitaph,26,no_family_rule
group,26,no_family_rule
moombahcore,26,no_family_rule
o happy day,26,no_family_rule
otacore,26,no_family_rule
playback singer,26,no_family_rule
signalwave,26,no_family_rule
this is the time,26,no_family_rule
antideutsche,25,no_family_rule
comic,25,no_family_rule
crime,25,no_family_rule
dutch cabaret,25,no_family_rule
ebm,25,no_family_rule
el principe,25,no_family_rule
iceland,25,no_family_rule
minneapolis sound,25,no_family_rule
musica adventista,25,no_family_rule
new orleans bounce,25,no_family_rule
nightcore,25,no_family_rule
nueva cancion,25,no_family_rule
oldies,25,no_family_rule
progressive thrash,25,no_family_rule
riot grrrl,25,no_family_rule
rumba flamenca,25,no_family_rule
sheffield indie,25,no_family_rule
ye ye,25,no_family_rule
2000er,24,no_family_rule
32 sonatas,24,no_family_rule
added for google code-in 2017,24,no_family_rule
am,24,no_family_rule
beethoven gardiner,24,no_family_rule
cantautora mexicana,24,no_family_rule
electra,24,no_family_rule
flaming,24,no_family_rule
frenchcore,24,no_family_rule
grand tour,24,no_family_rule
hamburg,24,no_family_rule
if you talk in your sleep,24,no_family_rule
impressionism,24,no_family_rule
in the studio,24,no_family_rule
interview,24,no_family_rule
klavierwerke,24,no_family_rule
live in concert,24,no_family_rule
lo spirito,24,no_family_rule
masterworks,24,no_family_rule
minimal,24,no_family_rule
netherlands,24,no_family_rule
opus 57,24,no_family_rule
organ,24,no_family_rule
private tag 1,24,no_family_rule
reader s,24,no_family_rule
sertaneja,24,no_family_rule
the way i feel,24,no_family_rule
transgender,24,no_family_rule
vlaamse kinderliedje,24,no_family_rule
voice actor,24,no_family_rule
barnmusik,23,no_family_rule
brighton indie,23,no_family_rule
cdo indie,23,no_family_rule
chanson a texte,23,no_family_rule
covers,23,no_family_rule
deep purple,23,no_family_rule
farther,23,no_family_rule
female fronted,23,no_family_rule
freestyle,23,no_family_rule
funk melody,23,no_family_rule
girlsband,23,no_family_rule
hammond,23,no_family_rule
hammond organ,23,no_family_rule
in jail,23,no_family_rule
kindermusik,23,no_family_rule
liedermacher,23,no_family_rule
rumba catalana,23,no_family_rule
russian indie,23,no_family_rule
russian plugg,23,no_family_rule
slovak,23,no_family_rule
top 100,23,no_family_rule
alternative rnb,22,no_family_rule
awesomename,22,no_family_rule
bon jovi,22,no_family_rule
britain,22,no_family_rule
bulgarian r & b,22,no_family_rule
cabo verde,22,no_family_rule
carnaval cadiz,22,no_family_rule
chanson virale,22,no_family_rule
complete violin wind,22,no_family_rule
death by cirrhosis,22,no_family_rule
dissolved,22,no_family_rule
funana,22,no_family_rule
gb,22,no_family_rule
graz indie,22,no_family_rule
great britain,22,no_family_rule
hard fm,22,no_family_rule
hare krishna,22,no_family_rule
iraqi music,22,no_family_rule
ireland,22,no_family_rule
krushfunk,22,no_family_rule
nl,22,no_family_rule
oye com va,22,no_family_rule
pedophile,22,no_family_rule
poggers,22,no_family_rule
afrofuturism,21,no_family_rule
cold wave,21,no_family_rule
eire,21,no_family_rule
eyes on me,21,no_family_rule
french language,21,no_family_rule
fuji,21,no_family_rule
glitch hop,21,no_family_rule
great voice,21,no_family_rule
jive,21,no_family_rule
lol,21,no_family_rule
noisecore,21,no_family_rule
north east england indie,21,no_family_rule
novelty,21,no_family_rule
ocean,21,no_family_rule
orange county,21,no_family_rule
ozymandias,21,no_family_rule
relative-cousin,21,no_family_rule
russian composer,21,no_family_rule
skansk musik,21,no_family_rule
skilled vocals,21,no_family_rule
skrillex,21,no_family_rule
switzerland,21,no_family_rule
thai,21,no_family_rule
top 10,21,no_family_rule
urban music,21,no_family_rule
viet lo-fi,21,no_family_rule
avante garde,20,no_family_rule
barnemusikk,20,no_family_rule
boston,20,no_family_rule
cuba,20,no_family_rule
enfp,20,no_family_rule
epic music,20,no_family_rule
favorite,20,no_family_rule
female vocal dance,20,no_family_rule
harmonica players,20,no_family_rule
hip-hip,20,no_family_rule
hokkaido indie,20,no_family_rule
kolsche karneval,20,no_family_rule
little,20,no_family_rule
massachusetts,20,no_family_rule
musica chihuahuense,20,no_family_rule
osteraker,20,no_family_rule
ostschlager,20,no_family_rule
pentecostal,20,no_family_rule
pinoy alternative,20,no_family_rule
portuguese indie,20,no_family_rule
scandinavian,20,no_family_rule
solo wave,20,no_family_rule
utaite,20,no_family_rule
vocal dance,20,no_family_rule
abstract,19,no_family_rule
add named after,19,no_family_rule
ballet,19,no_family_rule
batida,19,no_family_rule
chamber orchestra,19,no_family_rule
childrens choir,19,no_family_rule
death,19,no_family_rule
gregorian chant,19,no_family_rule
israeli indie,19,no_family_rule
italo-disco,19,no_family_rule
japanese band,19,no_family_rule
keyboard,19,no_family_rule
l2b,19,no_family_rule
neomelodici,19,no_family_rule
new haven,19,no_family_rule
poetics,19,no_family_rule
sami,19,no_family_rule
sort me out,19,no_family_rule
travis barker,19,no_family_rule
urban,19,no_family_rule
vapor twitch,19,no_family_rule
vilnius,19,no_family_rule
world music,19,no_family_rule
x,19,no_family_rule
乐队组合,19,no_family_rule
1970s hong kong debut,18,no_family_rule
accordion,18,no_family_rule
afro-beat,18,no_family_rule
austrian actor,18,no_family_rule
brisbane indie,18,no_family_rule
brooklyn indie,18,no_family_rule
celtic new age,18,no_family_rule
chillstep,18,no_family_rule
city,18,no_family_rule
drumless,18,no_family_rule
enya,18,no_family_rule
fantezi,18,no_family_rule
heavy psych,18,no_family_rule
hustle,18,no_family_rule
indie surf,18,no_family_rule
juju,18,no_family_rule
las vegas,18,no_family_rule
mande,18,no_family_rule
morelos indie,18,no_family_rule
northern irish,18,no_family_rule
sad lo-fi,18,no_family_rule
seoul,18,no_family_rule
speedrun,18,no_family_rule
urbano ecuatoriano,18,no_family_rule
anniversary,17,no_family_rule
blackgaze,17,no_family_rule
darksynth,17,no_family_rule
death by cardiac arrest,17,no_family_rule
death by covid-19,17,no_family_rule
discogs,17,no_family_rule
drake,17,no_family_rule
duo,17,no_family_rule
estonian indie,17,no_family_rule
hong kong cultural icon,17,no_family_rule
huzunlu sarkilar,17,no_family_rule
inna,17,no_family_rule
iswcs pending,17,no_family_rule
jam,17,no_family_rule
james scutt,17,no_family_rule
karneval,17,no_family_rule
kingston on indie,17,no_family_rule
many names,17,no_family_rule
many singles,17,no_family_rule
oyun havası,17,no_family_rule
portugal,17,no_family_rule
pretzelbodylogic,17,no_family_rule
prince revolution,17,no_family_rule
quebec indie,17,no_family_rule
robin,17,no_family_rule
royalty free,17,no_family_rule
russia,17,no_family_rule
script-deva,17,no_family_rule
sea shanties,17,no_family_rule
soprano,17,no_family_rule
speedcore,17,no_family_rule
the police,17,no_family_rule
trondersk musikk,17,no_family_rule
wonky,17,no_family_rule
added for google code-in 2016,16,no_family_rule
aria,16,no_family_rule
atif,16,no_family_rule
atif aslam,16,no_family_rule
best of,16,no_family_rule
broadway,16,no_family_rule
cabaret,16,no_family_rule
chanson quebecois,16,no_family_rule
chilean indie,16,no_family_rule
classic schlager,16,no_family_rule
cruise,16,no_family_rule
deejay,16,no_family_rule
doorie,16,no_family_rule
eau claire indie,16,no_family_rule
el paso indie,16,no_family_rule
epa dunk,16,no_family_rule
ethereal,16,no_family_rule
indie triste,16,no_family_rule
jal pari,16,no_family_rule
kings college,16,no_family_rule
malaysia,16,no_family_rule
menuhin,16,no_family_rule
mexican ska,16,no_family_rule
motorik,16,no_family_rule
musica santomense,16,no_family_rule
oxford indie,16,no_family_rule
raspe,16,no_family_rule
serenity,16,no_family_rule
son jarocho,16,no_family_rule
the lost prophecy,16,no_family_rule
utrecht,16,no_family_rule
variete,16,no_family_rule
vocals,16,no_family_rule
wir sind helden,16,no_family_rule
ye-ye,16,no_family_rule
yg,16,no_family_rule
zouglou,16,no_family_rule
algeria,15,no_family_rule
auckland indie,15,no_family_rule
bass music,15,no_family_rule
bbb,15,no_family_rule
british orchestra,15,no_family_rule
caribbean,15,no_family_rule
chicago bop,15,no_family_rule
death by plane crash,15,no_family_rule
domestic abuser,15,no_family_rule
early music,15,no_family_rule
eclectic prog,15,no_family_rule
finland,15,no_family_rule
german voice actor,15,no_family_rule
hard bass,15,no_family_rule
indie extremena,15,no_family_rule
minimal wave,15,no_family_rule
ontario indie,15,no_family_rule
pixie,15,no_family_rule
post-minimalism,15,no_family_rule
romanian band,15,no_family_rule
russian ska,15,no_family_rule
sigilkore,15,no_family_rule
symphony orchestra,15,no_family_rule
technical,15,no_family_rule
todo-works,15,no_family_rule
trumpet,15,no_family_rule
turkish psych,15,no_family_rule
#kingkiba,14,no_family_rule
2 tone,14,no_family_rule
aygun kazimova,14,no_family_rule
aygun kazımova,14,no_family_rule
azeri singer,14,no_family_rule
bandung indie,14,no_family_rule
crank wave,14,no_family_rule
dainuojamoji poezija,14,no_family_rule
death by bleeding ulcer,14,no_family_rule
deep talent show,14,no_family_rule
diva,14,no_family_rule
egyptian,14,no_family_rule
folclor andino,14,no_family_rule
george gershwin,14,no_family_rule
had feet,14,no_family_rule
kreisais krasts,14,no_family_rule
laid back,14,no_family_rule
lies,14,no_family_rule
lithuanian contemporary r & b,14,no_family_rule
major,14,no_family_rule
midnight,14,no_family_rule
miles davis,14,no_family_rule
musica tradicional cubana,14,no_family_rule
native american music,14,no_family_rule
new orleans r & b,14,no_family_rule
philippines,14,no_family_rule
poets,14,no_family_rule
portuguese,14,no_family_rule
quantum sound,14,no_family_rule
renaissance,14,no_family_rule
rogaland musikk,14,no_family_rule
ska chileno,14,no_family_rule
sony music,14,no_family_rule
sony music africa,14,no_family_rule
stay awake,14,no_family_rule
strange,14,no_family_rule
the netherlands,14,no_family_rule
trumpeter,14,no_family_rule
violinist,14,no_family_rule
zxc,14,no_family_rule
2020s hong kong debut,13,no_family_rule
acoustic cover,13,no_family_rule
adele,13,no_family_rule
afrorave,13,no_family_rule
aternative dance,13,no_family_rule
barnsagor,13,no_family_rule
brasil,13,no_family_rule
bristol,13,no_family_rule
defacing,13,no_family_rule
festigal,13,no_family_rule
footwork,13,no_family_rule
former musician,13,no_family_rule
get dumb,13,no_family_rule
gold,13,no_family_rule
hardwave,13,no_family_rule
irlandais,13,no_family_rule
irlande,13,no_family_rule
kizzy,13,no_family_rule
kizzy mchugh,13,no_family_rule
krushclub,13,no_family_rule
lgbtqia+,13,no_family_rule
musica nicaraguense,13,no_family_rule
musica tlaxcalteca,13,no_family_rule
ndw,13,no_family_rule
neue neue deutsche welle,13,no_family_rule
perth indie,13,no_family_rule
politician,13,no_family_rule
quebec,13,no_family_rule
roger waters,13,no_family_rule
rolling stones,13,no_family_rule
seconds,13,no_family_rule
senegalese,13,no_family_rule
south american,13,no_family_rule
space,13,no_family_rule
surreal,13,no_family_rule
sxsw,13,no_family_rule
texan,13,no_family_rule
tiktok,13,no_family_rule
top 5,13,no_family_rule
twelve-tone,13,no_family_rule
zolo,13,no_family_rule
16-bit,12,no_family_rule
activists,12,no_family_rule
afro fusion,12,no_family_rule
ai,12,no_family_rule
alternative singer,12,no_family_rule
androgynous vocals,12,no_family_rule
austrian indie,12,no_family_rule
balkan beats,12,no_family_rule
beautiful,12,no_family_rule
belgian,12,no_family_rule
biggest,12,no_family_rule
bounce,12,no_family_rule
breaks,12,no_family_rule
c81,12,no_family_rule
checkme recordings,12,no_family_rule
confetti,12,no_family_rule
contemporary african,12,no_family_rule
cuban,12,no_family_rule
death by automobile,12,no_family_rule
deep german indie,12,no_family_rule
digital fusion,12,no_family_rule
discofox,12,no_family_rule
dna,12,no_family_rule
dunedin sound,12,no_family_rule
electonic,12,no_family_rule
feminists,12,no_family_rule
fiction,12,no_family_rule
funky,12,no_family_rule
gary moore,12,no_family_rule
get weird,12,no_family_rule
girl band,12,no_family_rule
girl-group,12,no_family_rule
glory days,12,no_family_rule
god,12,no_family_rule
hopebeat,12,no_family_rule
in the mood,12,no_family_rule
jade thirlwall,12,no_family_rule
jahseh onfroy,12,no_family_rule
jamaica,12,no_family_rule
jesy nelson,12,no_family_rule
kind,12,no_family_rule
kindest,12,no_family_rule
kweens,12,no_family_rule
latmiya,12,no_family_rule
leigh-anne pinnock,12,no_family_rule
lm5,12,no_family_rule
love u sonu,12,no_family_rule
musica andina,12,no_family_rule
my blue heaven,12,no_family_rule
new beat,12,no_family_rule
new york shit,12,no_family_rule
no beat,12,no_family_rule
novelists,12,no_family_rule
palindrome,12,no_family_rule
perreo,12,no_family_rule
perrie edwards,12,no_family_rule
poete,12,no_family_rule
puro corazon,12,no_family_rule
queens,12,no_family_rule
rca,12,no_family_rule
richest,12,no_family_rule
salute,12,no_family_rule
science fiction,12,no_family_rule
semba,12,no_family_rule
sequencer & tracker,12,no_family_rule
snoop dogg,12,no_family_rule
sonu nigam,12,no_family_rule
standard group,12,no_family_rule
supporter,12,no_family_rule
sweet bands,12,no_family_rule
tallava,12,no_family_rule
tipico,12,no_family_rule
triphop,12,no_family_rule
video game developer,12,no_family_rule
wu-tang,12,no_family_rule
xxxtentacion,12,no_family_rule
zydeco,12,no_family_rule
27 club,11,no_family_rule
8-bit,11,no_family_rule
adoracao,11,no_family_rule
australian indigenous music,11,no_family_rule
canadian indigenous music,11,no_family_rule
cha-cha-cha,11,no_family_rule
chinese minyao,11,no_family_rule
coldwave,11,no_family_rule
comedy music,11,no_family_rule
concepcion indie,11,no_family_rule
crossover thrash,11,no_family_rule
cuban rumba,11,no_family_rule
death by breast cancer,11,no_family_rule
disc jockeys,11,no_family_rule
elektronische musik,11,no_family_rule
elephant 6,11,no_family_rule
exprimental,11,no_family_rule
factory records,11,no_family_rule
flute sonata,11,no_family_rule
furry,11,no_family_rule
ghanaian alternative,11,no_family_rule
ghent indie,11,no_family_rule
glasgow indie,11,no_family_rule
grave wave,11,no_family_rule
great songs,11,no_family_rule
i grandi concerti,11,no_family_rule
l olimpiade,11,no_family_rule
manguebeat,11,no_family_rule
minimalist,11,no_family_rule
morna,11,no_family_rule
naxos piano trios,11,no_family_rule
nepalese,11,no_family_rule
norway,11,no_family_rule
orlado furioso,11,no_family_rule
orlando furioso spinosi,11,no_family_rule
poet,11,no_family_rule
rabindra sangeet,11,no_family_rule
space music,11,no_family_rule
string quartet,11,no_family_rule
tanbi kei,11,no_family_rule
two-tone,11,no_family_rule
vancouver indie,11,no_family_rule
weirdcore,11,no_family_rule
wiener akademie,11,no_family_rule
4ad,10,no_family_rule
american string quartet,10,no_family_rule
australian r & b,10,no_family_rule
baggy,10,no_family_rule
bhojiwood,10,no_family_rule
brony,10,no_family_rule
canadian celtic,10,no_family_rule
celtic fusion,10,no_family_rule
cologne,10,no_family_rule
congolese rumba,10,no_family_rule
crunk & b,10,no_family_rule
crunkcore,10,no_family_rule
dallas,10,no_family_rule
death by overdose,10,no_family_rule
dixieland,10,no_family_rule
folclor colombiano,10,no_family_rule
folclore,10,no_family_rule
greek hip-hop,10,no_family_rule
hong kong actor,10,no_family_rule
incomplete remix,10,no_family_rule
instrumentalists,10,no_family_rule
introspective,10,no_family_rule
jamaican ska,10,no_family_rule
jawaiian,10,no_family_rule
john mayer,10,no_family_rule
lagu sabahan,10,no_family_rule
mali,10,no_family_rule
middle east,10,no_family_rule
monterrey indie,10,no_family_rule
musica canaria,10,no_family_rule
naat,10,no_family_rule
newgrass,10,no_family_rule
night and day,10,no_family_rule
paul barnes,10,no_family_rule
plugg francais,10,no_family_rule
scandinave,10,no_family_rule
scandinavia,10,no_family_rule
scandinavie,10,no_family_rule
sentimento,10,no_family_rule
shibuya-kei,10,no_family_rule
south african r & b,10,no_family_rule
speed up brasileiro,10,no_family_rule
uppsala indie,10,no_family_rule
wafuu kei,10,no_family_rule
yo no me doy por vencido,10,no_family_rule
1980s hong kong debut,9,no_family_rule
aromani,9,no_family_rule
asimakmal,9,no_family_rule
auteur-compositeur-interprete quebecois,9,no_family_rule
bilder,9,no_family_rule
birmingham indie,9,no_family_rule
brasileiro,9,no_family_rule
cananda,9,no_family_rule
chutney,9,no_family_rule
classic disco polo,9,no_family_rule
death by kidney failure,9,no_family_rule
deutsch,9,no_family_rule
dominican indie,9,no_family_rule
early romantic era,9,no_family_rule
enka,9,no_family_rule
eurovision song contest,9,no_family_rule
filipino,9,no_family_rule
fremantle indie,9,no_family_rule
glitchcore,9,no_family_rule
guitariste,9,no_family_rule
heavy prog,9,no_family_rule
hit squad,9,no_family_rule
jojo,9,no_family_rule
klubowe,9,no_family_rule
mandarin,9,no_family_rule
mbalax,9,no_family_rule
mr. big,9,no_family_rule
musica costarricense,9,no_family_rule
nantes indie,9,no_family_rule
nintendocore,9,no_family_rule
nohay,9,no_family_rule
parody,9,no_family_rule
percussionist,9,no_family_rule
polish composer,9,no_family_rule
rebetiko,9,no_family_rule
scenecore,9,no_family_rule
seattle indie,9,no_family_rule
september,9,no_family_rule
shit,9,no_family_rule
sido,9,no_family_rule
sludge,9,no_family_rule
sri lankan,9,no_family_rule
suede,9,no_family_rule
suedois,9,no_family_rule
sweet,9,no_family_rule
today is your birthday,9,no_family_rule
turin indie,9,no_family_rule
turkish instrumental,9,no_family_rule
ultimate,9,no_family_rule
vegan,9,no_family_rule
womens music,9,no_family_rule
10 cd,8,no_family_rule
42 dugg,8,no_family_rule
aberdeen,8,no_family_rule
aslı,8,no_family_rule
baritone,8,no_family_rule
beholder,8,no_family_rule
black lantern music,8,no_family_rule
border reiver,8,no_family_rule
box set,8,no_family_rule
burmese,8,no_family_rule
cellist,8,no_family_rule
children s,8,no_family_rule
childrenofdos,8,no_family_rule
chinese audiophile,8,no_family_rule
church music,8,no_family_rule
classic hardstyle,8,no_family_rule
coladeira,8,no_family_rule
complex,8,no_family_rule
coupe-decale,8,no_family_rule
da,8,no_family_rule
dalarna indie,8,no_family_rule
dangdut remix,8,no_family_rule
dark disco,8,no_family_rule
death by throat cancer,8,no_family_rule
do not split,8,no_family_rule
dutch r & b,8,no_family_rule
estonian,8,no_family_rule
euphoric hardstyle,8,no_family_rule
eurobeat,8,no_family_rule
fado de coimbra,8,no_family_rule
file,8,no_family_rule
fuck ali project,8,no_family_rule
g)i-dle,8,no_family_rule
gidle,8,no_family_rule
gothic lolita,8,no_family_rule
groovy,8,no_family_rule
gym hardstyle,8,no_family_rule
halftime,8,no_family_rule
hard dance,8,no_family_rule
i-dle,8,no_family_rule
idle,8,no_family_rule
jalsat,8,no_family_rule
k,8,no_family_rule
katmandu,8,no_family_rule
kda,8,no_family_rule
komponist,8,no_family_rule
korean talent show,8,no_family_rule
lil pump,8,no_family_rule
limerick,8,no_family_rule
midtempo bass,8,no_family_rule
monumentally stupid band names,8,no_family_rule
musica andina chilena,8,no_family_rule
musica classica,8,no_family_rule
musique concrete,8,no_family_rule
no wave,8,no_family_rule
not based,8,no_family_rule
ozzy,8,no_family_rule
ozzy osbourne,8,no_family_rule
path,8,no_family_rule
performance art,8,no_family_rule
performance name,8,no_family_rule
persian,8,no_family_rule
plunderphonics,8,no_family_rule
progressive r & b,8,no_family_rule
session,8,no_family_rule
sinfonia,8,no_family_rule
south african alternative,8,no_family_rule
stride,8,no_family_rule
swedish melodeath,8,no_family_rule
swiss,8,no_family_rule
swiss indie,8,no_family_rule
tabla,8,no_family_rule
thai bl ost,8,no_family_rule
tina-turner,8,no_family_rule
trust,8,no_family_rule
urban cowboy,8,no_family_rule
uzbekistan,8,no_family_rule
veracruz indie,8,no_family_rule
vocal group,8,no_family_rule
wave,8,no_family_rule
미연,8,no_family_rule
민니,8,no_family_rule
소연,8,no_family_rule
수진,8,no_family_rule
슈화,8,no_family_rule
여자)아이들,8,no_family_rule
우기,8,no_family_rule
전소연,8,no_family_rule
큐브,8,no_family_rule
큐브엔터테인먼트,8,no_family_rule
90s r & b,7,no_family_rule
albanian,7,no_family_rule
alemanha,7,no_family_rule
appear on hong kong postage stamps,7,no_family_rule
ballroom vogue,7,no_family_rule
belarusian indie,7,no_family_rule
belgium,7,no_family_rule
bonn,7,no_family_rule
brazil,7,no_family_rule
brit funk,7,no_family_rule
british asian,7,no_family_rule
budots,7,no_family_rule
canadian latin,7,no_family_rule
canadien,7,no_family_rule
candy,7,no_family_rule
cello,7,no_family_rule
channel islands indie,7,no_family_rule
children,7,no_family_rule
chinese drama ost,7,no_family_rule
circuit,7,no_family_rule
covertronica,7,no_family_rule
death by fall,7,no_family_rule
death by stomach cancer,7,no_family_rule
disney,7,no_family_rule
drama,7,no_family_rule
drummer,7,no_family_rule
experimental r & b,7,no_family_rule
fake,7,no_family_rule
foxtown,7,no_family_rule
fresh,7,no_family_rule
fvnky rimex,7,no_family_rule
greek indie,7,no_family_rule
guitar god,7,no_family_rule
harsh noise,7,no_family_rule
harsh noise wall,7,no_family_rule
hawaiian,7,no_family_rule
hebrew,7,no_family_rule
herleo muntu,7,no_family_rule
indian fusion,7,no_family_rule
indie curitibano,7,no_family_rule
j-indie,7,no_family_rule
knack am,7,no_family_rule
lithuanian contemporary,7,no_family_rule
maher zain the n1 for us,7,no_family_rule
marina the diamonds,7,no_family_rule
marseille,7,no_family_rule
maxproduction,7,no_family_rule
minimal synth,7,no_family_rule
music producer,7,no_family_rule
musica costena,7,no_family_rule
musica hondurena,7,no_family_rule
musica sinaloense,7,no_family_rule
musiikkia lapsille,7,no_family_rule
nct,7,no_family_rule
nottingham indie,7,no_family_rule
novelist,7,no_family_rule
nsfw cover art,7,no_family_rule
one life,7,no_family_rule
philosophical,7,no_family_rule
pirkanmaa,7,no_family_rule
playback,7,no_family_rule
playwright,7,no_family_rule
powerviolence,7,no_family_rule
queercore,7,no_family_rule
rautalanka,7,no_family_rule
romancier,7,no_family_rule
scorecore,7,no_family_rule
shornbeats,7,no_family_rule
songs,7,no_family_rule
south carolina,7,no_family_rule
sovietwave,7,no_family_rule
stomp and flutter,7,no_family_rule
strut,7,no_family_rule
talentschau,7,no_family_rule
the allman brothers band,7,no_family_rule
ttrpg,7,no_family_rule
tunisie,7,no_family_rule
ufw,7,no_family_rule
underground,7,no_family_rule
viola da gamba,7,no_family_rule
violin,7,no_family_rule
virtual group,7,no_family_rule
weird america,7,no_family_rule
wrong,7,no_family_rule
yg family,7,no_family_rule
ylojarvi,7,no_family_rule
zoomergaze,7,no_family_rule
александр горячев,7,no_family_rule
даваидаша,7,no_family_rule
+finland (helsinki,6,no_family_rule
1990s hong kong debut,6,no_family_rule
19th century,6,no_family_rule
adult alternative,6,no_family_rule
arcangel,6,no_family_rule
balearic,6,no_family_rule
baltimore club,6,no_family_rule
belo horizonte indie,6,no_family_rule
boogaloo,6,no_family_rule
boogie-woogie,6,no_family_rule
bop,6,no_family_rule
broken,6,no_family_rule
cape town indie,6,no_family_rule
cartoon,6,no_family_rule
castlevania,6,no_family_rule
catholic music,6,no_family_rule
club dance,6,no_family_rule
cowboy western,6,no_family_rule
creation records,6,no_family_rule
czech composer,6,no_family_rule
dan dan,6,no_family_rule
dance music hall of fame,6,no_family_rule
death by poison,6,no_family_rule
deep tech,6,no_family_rule
delete,6,no_family_rule
deltarune,6,no_family_rule
denmark,6,no_family_rule
denpa,6,no_family_rule
dmv,6,no_family_rule
duran,6,no_family_rule
early 20th century,6,no_family_rule
east coast hip-hop,6,no_family_rule
entekhno,6,no_family_rule
eurovision song contest 1985,6,no_family_rule
filthstep,6,no_family_rule
fransk,6,no_family_rule
gaelic,6,no_family_rule
grupero romantico,6,no_family_rule
hoerspiel,6,no_family_rule
huapango,6,no_family_rule
impressionist,6,no_family_rule
impro for vomir,6,no_family_rule
indiecoustica,6,no_family_rule
indus,6,no_family_rule
jakim,6,no_family_rule
latin funk,6,no_family_rule
limerick indie,6,no_family_rule
lyrical genius,6,no_family_rule
malang indie,6,no_family_rule
mento,6,no_family_rule
merge into anon or another [spa,6,no_family_rule
mod,6,no_family_rule
moe song,6,no_family_rule
music critic,6,no_family_rule
musica catalana,6,no_family_rule
muzika yehudit mekorit,6,no_family_rule
needs merging into [anonymous,6,no_family_rule
needs merging into anon.,6,no_family_rule
nengo flow,6,no_family_rule
never use this,6,no_family_rule
new age piano,6,no_family_rule
new prog,6,no_family_rule
new romantics,6,no_family_rule
new weird america,6,no_family_rule
norrbotten indie,6,no_family_rule
nuevo cancionero,6,no_family_rule
oriental,6,no_family_rule
outsider,6,no_family_rule
p funk,6,no_family_rule
palm desert scene,6,no_family_rule
philly indie,6,no_family_rule
piratenmuziek,6,no_family_rule
please dont use this,6,no_family_rule
polca paraguaya,6,no_family_rule
porro,6,no_family_rule
probably needs merging,6,no_family_rule
radioman,6,no_family_rule
regional mexican,6,no_family_rule
religious garbage,6,no_family_rule
romanian musician,6,no_family_rule
scientology,6,no_family_rule
seriously,6,no_family_rule
simon rattle,6,no_family_rule
sleep,6,no_family_rule
sm,6,no_family_rule
spy,6,no_family_rule
sri lanka,6,no_family_rule
stephen kovacevich*-beethovestephen kovacevich plays beethoven,6,no_family_rule
